               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,             0.04572,            0.045243,                   0,             0.68844,             0.48715,             0.53271,             0.25809,            0.058157,            0.065096,                   0,            0.004786,            0.004786,            0.004786
                 160,              0.0458,            0.046153,                   0,             0.66724,             0.49044,             0.53051,             0.25083,            0.058526,            0.065341,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.045438,            0.043805,                   0,             0.68176,             0.48834,             0.52846,             0.25262,             0.05833,            0.064374,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.045489,            0.043945,                   0,             0.68778,             0.49388,             0.53802,             0.26077,            0.057746,            0.064106,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.045174,            0.044227,                   0,             0.65206,             0.50057,             0.53296,             0.25298,            0.058372,            0.065725,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.045682,            0.042871,                   0,             0.66509,             0.48906,              0.5269,             0.24899,            0.058636,            0.065099,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.045405,            0.044753,                   0,              0.6778,              0.4879,             0.53343,             0.26015,            0.057741,            0.066029,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.045633,            0.045259,                   0,             0.66473,             0.48872,             0.53166,             0.25365,            0.058719,            0.065365,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.045513,            0.043623,                   0,             0.68325,              0.4805,             0.51989,             0.24776,             0.05928,            0.065514,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.044756,            0.043821,                   0,             0.67237,             0.48695,             0.53087,              0.2576,             0.05762,            0.066073,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.045409,            0.044032,                   0,             0.69524,              0.4805,              0.5303,             0.25022,            0.059177,            0.064579,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.044979,            0.043188,                   0,             0.66471,             0.48604,             0.52657,             0.25459,             0.05873,            0.065707,                   0,            0.004423,            0.004423,            0.004423
